"","StudyID","ChannelID","Total_abd","Taxon_modalities_n","EPT_rel.abd","EPT_abd","EPT_taxon_modalities_n","Gill_rel.abd","Tegument_rel.abd","Gills.Tegument","Scraper_rel.abd","Fast_flow_adapted_rel.abd","Slow_flow_adapted_rel.abd","Fast.Slow_flow_adapted","NonEPT_fast_flow_adapted_rel.abd","Treatment"
"21","beermann","beermann_56",406,20,0.177339901477833,72,10,0.562102040816327,0.414224489795918,1.35699857121742,0.379920634920635,0.515340136054422,0.484659863945578,1.06330268790792,0.525644307902372,"Flow reduction
& Fine sediment addition"
"22","beermann","beermann_57",495,19,0.270707070707071,134,8,0.599772408963585,0.385871848739496,1.5543305657638,0.379861111111111,0.502831271397448,0.497168728602552,1.01138957957153,0.52011788900475,"Flow reduction"
"23","beermann","beermann_58",647,21,0.12210200927357,79,11,0.516591607317414,0.471337801982963,1.09601140656248,0.368705197132616,0.502308947772657,0.497691052227343,1.00927863887576,0.517198280737473,"Flow reduction
& Fine sediment addition"
"24","beermann","beermann_62",796,17,0.17964824120603,143,8,0.499168960946263,0.480641378607117,1.03854762233089,0.401403759219605,0.494951735155161,0.505048264844839,0.98000878254125,0.510550002313851,"Fine sediment addition"
"25","davis","davis_001",347,16,0.0749279538904899,26,9,0.486371816168328,0.494940476190476,0.982687493881889,0.398062015503876,0.512226605758582,0.487773394241417,1.05013231924057,0.488462114405511,"Fine sediment addition
& N/P addition"
"26","davis","davis_009",337,15,0.0830860534124629,28,8,0.479285007771655,0.484258866751448,0.989728925330454,0.400148367952522,0.507753991804437,0.492246008195563,1.03150453909362,0.479900601017106,"N/P addition"
"27","davis","davis_013",393,14,0.0661577608142494,26,7,0.370535714285714,0.603954081632653,0.613516367476241,0.389413265306122,0.51650267249757,0.48349732750243,1.06826375890356,0.499258391881343,"N/P addition"
"28","davis","davis_022",720,14,0.0375,27,7,0.376921033406389,0.612917579863187,0.614962020652963,0.393886564388656,0.499810719266786,0.500189280733214,0.999243163576251,0.488726708074534,"N/P addition"
"29","davis","davis_025",364,15,0.0576923076923077,21,7,0.366195498792184,0.620028222238167,0.590611016818392,0.398895027624309,0.51447316495659,0.48552683504341,1.05961839351391,0.494445608155286,"Fine sediment addition
& N/P addition"
"30","davis","davis_026",401,19,0.0997506234413965,40,10,0.357757488960497,0.626130803198472,0.571378196269788,0.404344193817878,0.526775271512114,0.473224728487886,1.1131609144673,0.495291152672768,"N/P addition"
"31","davis","davis_029",498,20,0.0441767068273092,22,9,0.381338151096216,0.597590682167295,0.638125999075501,0.386626344086021,0.50781009984639,0.49218990015361,1.0317361239796,0.497920433996383,"Fine sediment addition
& N/P addition"
"32","davis","davis_041",383,16,0.0992167101827676,38,8,0.398996509598604,0.583333333333333,0.683994016454749,0.415488656195462,0.51034966342558,0.48965033657442,1.04227369064212,0.477446705426357,"Fine sediment addition
& N/P addition"
"33","davis","davis_045",417,14,0.0719424460431655,30,8,0.362167408929999,0.616592440333448,0.587369200851931,0.395483613109512,0.523686764873815,0.476313235126185,1.09945877261857,0.498871047126861,"Fine sediment addition
& N/P addition"
"34","davis","davis_049",414,16,0.0748792270531401,31,9,0.37683615819209,0.613478611783697,0.614261281410341,0.391242937853107,0.514591260232907,0.485408739767093,1.06011947885367,0.501514584891548,"N/P addition"
"35","davis","davis_053",356,16,0.132022471910112,47,10,0.425481540930979,0.544823434991974,0.780953082418797,0.409925093632959,0.536951578384163,0.463048421615837,1.15960135769481,0.493573740175682,"N/P addition"
"36","davis","davis_055",318,15,0.0566037735849057,18,6,0.472918538484576,0.491479484875711,0.962234544955973,0.383438155136268,0.517572626534891,0.482427373465109,1.07285086834386,0.502857142857143,"Fine sediment addition
& N/P addition"
"37","davis","davis_065",471,15,0.0785562632696391,37,8,0.429157820240623,0.558103326256193,0.768957646462085,0.402830856334041,0.514201615793972,0.485798384206028,1.05846711827658,0.49075797474415,"N/P addition"
"38","davis","davis_069",471,15,0.0530785562632696,25,8,0.395167323829744,0.59027398645233,0.669464236777199,0.389313517338995,0.508884339298352,0.491115660701648,1.03618023210931,0.495256779841982,"N/P addition"
"39","davis","davis_080",319,14,0.0501567398119122,16,6,0.345485175202156,0.645979335130278,0.534823881219792,0.405870020964361,0.511043725666367,0.488956274333633,1.04517265140495,0.497185430463576,"Fine sediment addition
& N/P addition"
"40","davis","davis_084",258,10,0.0697674418604651,18,5,0.336415651531931,0.658047249907715,0.511233276302134,0.416214470284238,0.51953211517165,0.48046788482835,1.08130456077674,0.491473214285714,"Fine sediment addition
& N/P addition"
"41","davis","davis_097",523,17,0.0630975143403442,33,8,0.367483123517606,0.616917533296844,0.595676251173726,0.404054916985952,0.505817825214377,0.494182174785623,1.02354526533419,0.489616807868342,"Fine sediment addition"
"42","davis","davis_098",323,13,0.0743034055727554,24,7,0.344935869084476,0.64046881910659,0.538567778468338,0.410732714138287,0.51515553589857,0.48484446410143,1.06251710402287,0.49435817805383,"Fine sediment addition"
"43","davis","davis_100",442,13,0.083710407239819,37,7,0.362281835811248,0.625436328377505,0.579246550565862,0.392156862745098,0.515621633268692,0.484378366731308,1.06450177935943,0.494532627865961,"Fine sediment addition"
"44","davis","davis_103",326,15,0.0858895705521472,28,8,0.437032967032967,0.54054945054945,0.808497662126449,0.395435897435897,0.523043956043956,0.476956043956044,1.09662926525816,0.492628667628668,"Fine sediment addition"
"45","davis","davis_105",299,16,0.0836120401337793,25,8,0.468296580377117,0.503899009268137,0.929346102619395,0.400503355704698,0.516450942793225,0.483549057206775,1.06804249764545,0.492865864294436,"Fine sediment addition"
"46","davis","davis_109",336,12,0.107142857142857,36,7,0.350928287981859,0.641843820861678,0.546750278768341,0.409176587301587,0.536961451247166,0.463038548752834,1.15964740450539,0.497984126984127,"Fine sediment addition"
"47","davis","davis_110",340,15,0.117647058823529,40,7,0.366129997453527,0.623403997962821,0.587307746902454,0.421862745098039,0.533140756302521,0.466859243697479,1.14197322533468,0.492194444444444,"Fine sediment addition"
"48","davis","davis_112",391,15,0.0434782608695652,17,8,0.340947288006112,0.639356295878035,0.533266490381369,0.384484228473998,0.509736938253562,0.490263061746438,1.03972128032194,0.498593073593074,"Fine sediment addition"
"49","davis16","davis16_03",178,18,0.235955056179775,42,9,0.370508658008658,0.554816017316017,0.667804545011216,0.482670454545455,0.559016504329004,0.440983495670996,1.26765856277322,0.504219971570718,"N/P addition"
"50","davis16","davis16_10",225,19,0.195555555555556,44,9,0.45624599615631,0.399615631005766,1.14171208720744,0.504035874439462,0.549663677130045,0.450336322869955,1.22056260891212,0.514132748071296,"Fine sediment addition"
"51","davis16","davis16_15",209,17,0.263157894736842,55,11,0.402551834130781,0.487400318979266,0.825916230366492,0.504385964912281,0.586300979722032,0.413699020277968,1.41721626347602,0.53514996907854,"Fine sediment addition
& N/P addition"
"52","davis16","davis16_17",179,18,0.307262569832402,55,10,0.438122448979592,0.484326530612245,0.904601382100118,0.482,0.560210884353741,0.439789115646258,1.27381707373664,0.489607728337237,"Fine sediment addition
& N/P addition"
"53","davis16","davis16_22",222,20,0.18018018018018,40,10,0.403116883116883,0.554675324675325,0.726761882463123,0.468560606060606,0.537045454545455,0.462954545454545,1.16003927344134,0.484431216931217,"N/P addition"
"54","davis16","davis16_23",102,14,0.0980392156862745,10,5,0.382326951399116,0.542562592047128,0.704668838219327,0.44639175257732,0.511131566028473,0.488868433971527,1.04554013004293,0.480883962780515,"Fine sediment addition"
"55","davis16","davis16_36",323,21,0.170278637770898,55,12,0.350223914017017,0.61820420958352,0.566518164366692,0.428787878787879,0.530523212419764,0.469476787580236,1.13003076287152,0.489930555555556,"Fine sediment addition
& N/P addition"
"56","davis16","davis16_43",170,16,0.235294117647059,40,9,0.396484593837535,0.584187675070028,0.678693869722615,0.448823529411765,0.527794117647059,0.472205882352941,1.11772033634382,0.477261904761905,"N/P addition"
"57","davis16","davis16_46",193,14,0.207253886010363,40,6,0.39172335600907,0.593537414965986,0.659980897803247,0.453174603174603,0.531399596875787,0.468600403124213,1.13401438268701,0.479266538830297,"Fine sediment addition"
"58","davis16","davis16_53",156,19,0.173076923076923,27,9,0.35911920323685,0.572720199190787,0.6270412738092,0.435294117647059,0.517366946778711,0.482633053221289,1.07196749854904,0.477229780801209,"Fine sediment addition"
"59","davis16","davis16_56",222,21,0.292792792792793,65,11,0.428231292517007,0.529635725257845,0.80853928859978,0.473271889400922,0.561930696032078,0.438069303967921,1.28274382829897,0.478279505582137,"N/P addition"
"60","davis16","davis16_60",133,13,0.112781954887218,15,7,0.382205513784461,0.583959899749373,0.65450643776824,0.406766917293233,0.496759756534193,0.503240243465807,0.987122478744975,0.465940274414851,"Fine sediment addition
& N/P addition"
"61","elbrecht","elbrecht_01",757,12,0.0171730515191546,13,5,0.260518018018018,0.728671171171171,0.357524804500355,0.394301801801802,0.500677820677821,0.499322179322179,1.00271496322771,0.497160711564004,"Fine sediment addition
& N/P addition"
"62","elbrecht","elbrecht_02",839,11,0.00119189511323004,1,1,0.263548387096774,0.728709677419355,0.361664453297919,0.394602150537634,0.49199795186892,0.50800204813108,0.968496000516063,0.491987613305443,"Flow reduction
& Fine sediment addition"
"63","elbrecht","elbrecht_03",931,14,0.0118152524167562,11,4,0.285288640595903,0.71024208566108,0.401678028316728,0.393314711359404,0.495289527356567,0.504710472643433,0.981333961156929,0.491944983121454,"Flow reduction"
"64","elbrecht","elbrecht_04",1058,13,0.0151228733459357,16,4,0.265830875122911,0.72630285152409,0.366005550666757,0.396230744018355,0.498329197296749,0.501670802703251,0.993339047462009,0.495141655599823,"Fine sediment addition
& N/P addition"
"65","elbrecht","elbrecht_06",1100,12,0.01,11,3,0.261012183692596,0.735238987816307,0.355003186743149,0.3970946579194,0.498192529120364,0.501807470879636,0.992796157950907,0.496012974726314,"N/P addition"
"66","elbrecht","elbrecht_07",732,13,0.0109289617486339,8,4,0.270334810438208,0.71932545544067,0.37581710530819,0.393131462333826,0.493071674755574,0.506928325244426,0.972665464132094,0.490106057370631,"Flow reduction
& N/P addition"
"67","elbrecht","elbrecht_08",1286,18,0.00699844479004666,9,6,0.271062271062271,0.721963933502395,0.375451263537906,0.391377852916314,0.498442766025184,0.501557233974816,0.993790403689424,0.497647416413374,"Flow reduction"
"68","elbrecht","elbrecht_09",684,15,0.0219298245614035,15,6,0.281024860476915,0.711364789446981,0.395050281720277,0.384779299847793,0.49981616556959,0.50018383443041,0.999264932539777,0.494147752558967,"Fine sediment addition"
"69","elbrecht","elbrecht_10",929,14,0.00538213132400431,5,3,0.258539458186101,0.730565371024735,0.353889560661024,0.392167255594817,0.495693176081869,0.504306823918131,0.98291982692334,0.494744414353419,"Flow reduction
× Fine sediment addition
& N/P addition"
"70","elbrecht","elbrecht_11",511,13,0.0156555772994129,8,2,0.289889415481833,0.700631911532385,0.413754227733935,0.39218009478673,0.496936357481381,0.503063642518619,0.987820059890313,0.49247757073844,"Flow reduction
× Fine sediment addition
& N/P addition"
"71","elbrecht","elbrecht_12",1036,18,0.0115830115830116,12,7,0.285618136733971,0.711193765497698,0.4016038252727,0.38907190931633,0.49958473454754,0.50041526545246,0.998340316608509,0.497289639870285,"Flow reduction
& Fine sediment addition"
"72","elbrecht","elbrecht_13",1120,14,0.00446428571428571,5,3,0.26140350877193,0.730799220272904,0.357695385436116,0.393778427550357,0.49700021659086,0.50299978340914,0.988072426636812,0.495446418854842,"Flow reduction
& N/P addition"
"73","elbrecht","elbrecht_15",780,13,0.0128205128205128,10,4,0.278911079410366,0.711103185924869,0.392223076665887,0.391012838801712,0.498644793152639,0.501355206847361,0.994593825579741,0.495575770105437,"Fine sediment addition"
"74","elbrecht","elbrecht_16",900,14,0.0177777777777778,16,4,0.269039074960128,0.722587719298246,0.372327217547248,0.394238437001595,0.500520239993924,0.499479760006076,1.0020831274281,0.496792569420307,"N/P addition"
"75","elbrecht","elbrecht_17",1068,19,0.0102996254681648,11,6,0.268180236604036,0.71616214335421,0.374468601967691,0.387752261656228,0.497849204842942,0.502150795157058,0.991433668221573,0.496255038720792,"Flow reduction"
"76","elbrecht","elbrecht_18",724,16,0.0234806629834254,17,6,0.310367454068242,0.670734908136483,0.462727450596752,0.382362204724409,0.499277363056891,0.500722636943109,0.997113623831664,0.494422647895992,"Flow reduction"
"77","elbrecht","elbrecht_19",1442,17,0.00901525658807212,13,6,0.26845108035931,0.726450594804564,0.369537973097168,0.395108035931051,0.497147260767071,0.502852739232929,0.988653778689641,0.495756706990187,"N/P addition"
"78","elbrecht","elbrecht_20",981,16,0.00815494393476045,8,6,0.261704119850187,0.732677902621723,0.357188498402556,0.393876404494382,0.494336543606206,0.505663456393793,0.977599898421835,0.493799827623357,"Fine sediment addition
& N/P addition"
"79","elbrecht","elbrecht_21",683,15,0.0219619326500732,15,5,0.275525762355415,0.719742376445846,0.3828116439607,0.397108307045216,0.500421861699464,0.499578138300536,1.00168887173846,0.495542264141298,"Fine sediment addition"
"80","elbrecht","elbrecht_22",828,13,0.0120772946859903,10,4,0.259596695821186,0.732385811467444,0.354453474871455,0.396428571428571,0.497535748993475,0.502464251006525,0.990191337984389,0.495083579154376,"Fine sediment addition
& N/P addition"
"81","elbrecht","elbrecht_23",1248,11,0.0104166666666667,13,2,0.268385650224215,0.729820627802691,0.367741935483871,0.394588938714499,0.498332977436116,0.501667022563884,0.99335406758306,0.495461354535765,"Flow reduction
& N/P addition"
"82","elbrecht","elbrecht_24",1037,14,0.00675024108003857,7,4,0.267635233918129,0.720303362573099,0.371559051122669,0.391648391812866,0.495404309384573,0.504595690615427,0.981784661657248,0.493987547136718,"Flow reduction
& Fine sediment addition"
"83","elbrecht","elbrecht_25",1036,17,0.0164092664092664,17,6,0.261104805145668,0.729814604615967,0.357768676447716,0.395232690124858,0.500610286421864,0.499389713578136,1.00244412892485,0.496625378475089,"N/P addition"
"84","elbrecht","elbrecht_26",880,16,0.0125,11,6,0.268764568764569,0.718648018648019,0.373986376905611,0.389160839160839,0.492551690733509,0.507448309266491,0.970644067068595,0.490442465938217,"Flow reduction
× Fine sediment addition
& N/P addition"
"85","elbrecht","elbrecht_27",790,15,0.0164556962025316,13,6,0.267213862289102,0.719106247150023,0.371591629676601,0.394756041951664,0.493428224002779,0.506571775997221,0.974053919667026,0.490719032165486,"Fine sediment addition"
"86","elbrecht","elbrecht_29",983,13,0.00305188199389624,3,3,0.262209302325581,0.735174418604651,0.356662712534599,0.396918604651163,0.494299557032115,0.505700442967885,0.977455258158645,0.494203019203019,"Flow reduction
× Fine sediment addition
& N/P addition"
"87","elbrecht","elbrecht_30",962,15,0.0051975051975052,5,4,0.283616848926691,0.709700283515593,0.399629048366386,0.392041312272175,0.489006538216745,0.510993461783255,0.956972201777727,0.48851677423106,"Flow reduction
& Fine sediment addition"
"88","elbrecht","elbrecht_32",1054,14,0.00853889943074004,9,4,0.266798048048048,0.719688438438438,0.37071326118138,0.390634384384384,0.495247926497927,0.504752073502073,0.98117066278063,0.493540764790765,"Flow reduction
& N/P addition"
"89","elbrecht","elbrecht_33",1174,13,0.00766609880749574,9,4,0.261968880909635,0.735338120885697,0.356256358087487,0.396753441053261,0.497810692200279,0.502189307799721,0.991280946186159,0.496670677898115,"N/P addition"
"90","elbrecht","elbrecht_34",866,14,0.0115473441108545,10,4,0.261228533685601,0.72556142668428,0.360036413290851,0.394980184940555,0.498867710888847,0.501132289111153,0.995481077009979,0.496021135727018,"Flow reduction
& N/P addition"
"91","elbrecht","elbrecht_35",934,14,0.012847965738758,12,4,0.26367721766315,0.725771785853849,0.363305963117512,0.39462680734662,0.498245983533205,0.501754016466795,0.993008460683001,0.495388907740452,"Fine sediment addition"
"92","elbrecht","elbrecht_36",1093,11,0.00823421774931381,9,4,0.275458248472505,0.716395112016293,0.384506041222459,0.392922606924644,0.498657986616235,0.501342013383765,0.994646315896379,0.497350702576112,"Flow reduction
& Fine sediment addition"
"93","elbrecht","elbrecht_37",1147,13,0.00959023539668701,11,4,0.26266137040715,0.735352532274081,0.357191087103309,0.396309169149288,0.497805047209218,0.502194952790782,0.991258562920299,0.495884478833325,"Flow reduction
& N/P addition"
"94","elbrecht","elbrecht_38",988,14,0.00303643724696356,3,3,0.266738402678144,0.723218555714969,0.368821292775665,0.394404591104735,0.493120174899228,0.506879825100772,0.972854216087988,0.492792052072628,"Flow reduction
& Fine sediment addition"
"95","elbrecht","elbrecht_39",947,11,0.00211193241816262,2,1,0.265534682080925,0.728684971098266,0.364402578086267,0.394845857418112,0.493045233507661,0.506954766492339,0.97256257578774,0.492300437083046,"Flow reduction
× Fine sediment addition
& N/P addition"
"96","elbrecht","elbrecht_40",1539,16,0.0188434048083171,29,6,0.26629458557865,0.732935591480626,0.363326039387309,0.396753913266615,0.500681732090508,0.499318267909492,1.00273065150755,0.496289651391692,"Flow reduction"
"97","elbrecht","elbrecht_43",981,18,0.0112130479102956,11,6,0.264074074074074,0.72787037037037,0.362803714540135,0.39437037037037,0.494970739137406,0.505029260862594,0.980083289217721,0.493163557978373,"Fine sediment addition
& N/P addition"
"98","elbrecht","elbrecht_44",1219,15,0.00410172272354389,5,3,0.264917213370822,0.731333958138082,0.362238359675352,0.395235863792565,0.496767379241606,0.503232620758394,0.987152578648331,0.49608694354935,"Flow reduction
× Fine sediment addition
& N/P addition"
"99","elbrecht","elbrecht_46",1171,15,0.0111016225448335,13,4,0.271963824289406,0.722222222222222,0.376565295169946,0.391973514211886,0.50004586283656,0.49995413716344,1.00018346817498,0.497465613657959,"Fine sediment addition
& N/P addition"
"100","elbrecht","elbrecht_47",1165,15,0.0145922746781116,17,5,0.258909370199693,0.733717357910906,0.352873442897519,0.396328725038402,0.500229550275633,0.499770449724367,1.00091862284279,0.497773039564084,"Fine sediment addition"
"101","elbrecht","elbrecht_48",1185,16,0.010126582278481,12,4,0.260335797905114,0.727649414664202,0.357776413556595,0.393207024029575,0.498059149722736,0.501940850277264,0.992266617565826,0.495642324093817,"N/P addition"
"102","elbrecht","elbrecht_49",843,16,0.0106761565836299,9,5,0.258019525801953,0.732217573221757,0.352380952380952,0.391910739191074,0.499285845101745,0.500714154898255,0.997147454725339,0.497329939945974,"Flow reduction
× Fine sediment addition
& N/P addition"
"103","elbrecht","elbrecht_50",1093,17,0.020128087831656,22,7,0.277662157474853,0.714013180714533,0.388875394704882,0.390894901144641,0.496174732308967,0.503825267691033,0.984815101836542,0.492796610169492,"N/P addition"
"104","elbrecht","elbrecht_52",1077,17,0.0176415970287837,19,6,0.264826723829939,0.725526973919257,0.365012926258771,0.394426580921758,0.499411199732743,0.500588800267257,0.997647569154793,0.495664379288833,"Fine sediment addition"
"105","elbrecht","elbrecht_53",1123,14,0.00979519145146928,11,4,0.264373716632444,0.724332648870637,0.364989369241673,0.392368240930869,0.495730923194989,0.504269076805011,0.983068258589008,0.493588288510568,"Flow reduction
& N/P addition"
"106","elbrecht","elbrecht_54",1001,17,0.020979020979021,21,7,0.277810885975368,0.715037743345252,0.388526184192249,0.395689312673818,0.495036264225776,0.504963735774224,0.980340228723102,0.490305845915602,"Flow reduction
& N/P addition"
"107","elbrecht","elbrecht_55",1316,17,0.0129179331306991,17,5,0.265730172666081,0.729441030143401,0.364292878635908,0.393195785776997,0.498000828553945,0.501999171446055,0.99203516037568,0.495530418573123,"Flow reduction"
"108","elbrecht","elbrecht_56",1159,15,0.00776531492666091,9,3,0.273527476143468,0.722523856531754,0.37857224183081,0.393731490621915,0.495346996975822,0.504653003024178,0.981559594429066,0.492637386960096,"Flow reduction
& Fine sediment addition"
"109","elbrecht","elbrecht_57",1117,14,0.0143240823634736,16,3,0.279114365411437,0.706241283124128,0.395211058997778,0.390917015341702,0.492255263332669,0.507744736667331,0.969493581683723,0.488450314592716,"Flow reduction"
"110","elbrecht","elbrecht_58",773,17,0.0142302716688228,11,5,0.280747126436782,0.711024033437826,0.394848996987288,0.391248693834901,0.495028656470663,0.504971343529337,0.980310393478602,0.491145793777373,"Flow reduction
& Fine sediment addition"
"111","elbrecht","elbrecht_59",972,14,0.00617283950617284,6,3,0.269246774864752,0.724511027881814,0.371625502584721,0.394257178526841,0.49524404018786,0.50475595981214,0.981155408986514,0.494331065759637,"Flow reduction
× Fine sediment addition
& N/P addition"
"112","elbrecht","elbrecht_60",1128,15,0.00975177304964539,11,4,0.26417042042042,0.723442192192192,0.36515760799066,0.3934496996997,0.498423260923261,0.501576739076739,0.993712870020084,0.496468253968254,"Fine sediment addition
& N/P addition"
"113","elbrecht","elbrecht_62",1249,16,0.00880704563650921,11,5,0.255411255411255,0.74025974025974,0.345029239766082,0.397229437229437,0.498462172747887,0.501537827252113,0.993867552281994,0.497395055583209,"Fine sediment addition"
"114","elbrecht","elbrecht_63",1519,19,0.0138248847926267,21,6,0.260400313971743,0.732535321821036,0.355478167693544,0.393903715332287,0.497923052004685,0.502076947995315,0.991726574965817,0.496136472607061,"N/P addition"
"115","elbrecht","elbrecht_64",1042,16,0.00863723608445298,9,5,0.267172264355363,0.727410617551463,0.367292225201072,0.392957746478873,0.496801320744983,0.503198679255017,0.98728661506126,0.495061343314618,"Fine sediment addition
& N/P addition"
"116","pimentel","pimentel_016",384,114,0.0182291666666667,7,7,0.252293577981651,0.708562691131498,0.356063875701338,0.265195864278433,0.477146740449493,0.522853259550507,0.912582510931828,0.47765873015873,"Flow reduction"
"117","pimentel","pimentel_017",360,114,0.025,9,9,0.254940282301846,0.709880564603692,0.359131232792903,0.273561346362649,0.472581562483843,0.527418437516157,0.896027762528429,0.471625652498136,"Flow reduction"
"118","pimentel","pimentel_036",375,121,0.0266666666666667,10,10,0.27209797657082,0.718796592119276,0.378546559004371,0.294736041381409,0.433632537146914,0.566367462853086,0.765638151179241,0.432117973702132,"Flow reduction"
"119","pimentel","pimentel_060",352,116,0.0142045454545455,5,5,0.268103592314119,0.716299081035923,0.374290012945965,0.28280701754386,0.438242829295461,0.561757170704539,0.780128589628557,0.434112811791383,"Flow reduction"
"120","pimentel22","pimentel22_28",233,9,0.0472103004291846,11,3,0.449528301886792,0.550471698113208,0.81662382176521,0.294418238993711,0.384402992186011,0.615597007813989,0.62443934474445,0.377669732147344,"Flow reduction"
"121","pimentel22","pimentel22_30",229,11,0.0524017467248908,12,3,0.465311004784689,0.534688995215311,0.870246085011186,0.289872408293461,0.364370982552801,0.635629017447199,0.573244726957527,0.364738758139773,"Flow reduction"
"122","pimentel22","pimentel22_33",260,12,0.0923076923076923,24,5,0.435957446808511,0.564042553191489,0.772915880799698,0.308085106382979,0.402656350741457,0.597343649258543,0.674078231586219,0.394298434582795,"Flow reduction"
"123","pimentel22","pimentel22_39",205,11,0.0390243902439024,8,3,0.442934782608696,0.557065217391304,0.795121951219512,0.295199275362319,0.385043368467281,0.614956631532718,0.626130931392022,0.383795339761249,"Flow reduction"
"124","bruderSU","bruderSU_001",1667,21,0.131973605278944,220,5,0.0940453686200378,0.887429111531191,0.105975077218021,0.559546313799622,0.0834908632640202,0.91650913673598,0.091096596768649,0.0412582297000732,"N/P addition"
"125","bruderSU","bruderSU_004",1739,24,0.0891316848763657,155,8,0.0544979686593152,0.93084735925711,0.0585466221903545,0.542195229804052,0.0364190365641323,0.963580963435868,0.0377955127239874,0.00542091836734694,"Flow reduction"
